series,metric,mtokens,value
async_dn4,train_loss,123.2289,6.276670
async_dn4,train_loss,127.3365,6.213710
async_dn4,train_loss,131.4442,6.406250
async_dn4,train_loss,135.5518,6.224230
async_dn4,train_loss,139.6594,6.155700
async_dn4,train_loss,143.7671,6.278660
async_dn4,train_loss,147.8747,6.181310
async_dn4,train_loss,151.9823,6.112230
async_dn4,train_loss,156.0900,6.127080
async_dn4,train_loss,160.1976,6.103940
async_dn4,train_loss,164.3052,6.078590
async_dn4,train_loss,168.4128,6.123510
async_dn4,train_loss,172.5205,6.025310
async_dn4,train_loss,176.6281,6.006950
async_dn4,train_loss,180.7357,6.043870
async_dn4,train_loss,184.8434,6.000180
async_dn4,train_loss,188.9510,5.931080
async_dn4,train_loss,193.0586,5.931530
async_dn4,train_loss,197.1663,5.962580
async_dn4,train_loss,201.2739,5.896960
async_dn4,train_loss,205.3815,5.894020
async_dn4,train_loss,209.4892,5.919580
async_dn4,train_loss,213.5968,5.848820
async_dn4,train_loss,217.7044,5.812440
async_dn4,train_loss,221.8120,5.857160
async_dn4,train_loss,225.9197,5.792830
async_dn4,train_loss,230.0273,5.786570
async_dn4,train_loss,234.1349,5.844360
async_dn4,train_loss,238.2426,5.738340
async_dn4,train_loss,242.3502,5.725300
async_dn4,train_loss,246.4578,5.745850
async_dn4,train_loss,250.5655,5.697990
async_dn4,train_loss,254.6731,5.699860
async_dn4,train_loss,258.7807,5.674860
async_dn4,train_loss,262.8883,5.639970
async_dn4,train_loss,266.9960,5.600900
async_dn4,train_loss,271.1036,5.639790
async_dn4,train_loss,275.2112,5.584040
async_dn4,train_loss,279.3189,5.560870
async_dn4,train_loss,283.4265,5.593950
async_dn4,train_loss,287.5341,5.533180
async_dn4,train_loss,291.6418,5.527470
async_dn4,train_loss,295.7494,5.517470
async_dn4,train_loss,299.8570,5.502740
async_dn4,train_loss,303.9647,5.483620
async_dn4,train_loss,308.0723,5.448810
async_dn4,train_loss,312.1799,5.462130
async_dn4,train_loss,316.2875,5.410820
async_dn4,train_loss,320.3952,5.402740
async_dn4,train_loss,324.5028,5.433730
async_dn4,train_loss,328.6104,5.434140
async_dn4,train_loss,332.7181,5.363870
async_dn4,train_loss,336.8257,5.386850
async_dn4,train_loss,340.9333,5.340060
async_dn4,train_loss,345.0410,5.325790
async_dn4,train_loss,349.1486,5.357060
async_dn4,train_loss,353.2562,5.304640
async_dn4,train_loss,357.3638,5.286910
async_dn4,train_loss,361.4715,5.295710
async_dn4,train_loss,365.5791,5.281970
async_dn4,train_loss,369.6867,5.294840
async_dn4,train_loss,373.7944,5.276620
async_dn4,train_loss,377.9020,5.240670
async_dn4,train_loss,382.0096,5.229110
async_dn4,train_loss,386.1173,5.228030
async_dn4,train_loss,390.2249,5.202680
async_dn4,train_loss,394.3325,5.193360
async_dn4,train_loss,398.4402,5.195320
async_dn4,train_loss,402.5478,5.222180
async_dn4,train_loss,406.6554,5.174550
async_dn4,train_loss,410.7630,5.119650
async_dn4,train_loss,414.8707,5.157570
async_dn4,train_loss,418.9783,5.129170
async_dn4,train_loss,423.0859,5.135040
async_dn4,train_loss,427.1936,5.131340
async_dn4,train_loss,431.3012,5.095090
async_dn4,train_loss,435.4088,5.080120
async_dn4,train_loss,439.5165,5.080560
async_dn4,train_loss,443.6241,5.048710
async_dn4,train_loss,447.7317,5.070000
async_dn4,train_loss,451.8393,5.061120
async_dn4,train_loss,455.9470,5.048830
async_dn4,train_loss,460.0546,5.003810
async_dn4,train_loss,464.1622,5.077250
async_dn4,train_loss,468.2699,4.986390
async_dn4,train_loss,472.3775,4.981530
async_dn4,train_loss,476.4851,4.991510
async_dn4,train_loss,480.5928,4.969370
async_dn4,train_loss,484.7004,4.984480
async_dn4,train_loss,488.8080,4.955390
async_dn4,train_loss,492.9157,4.925860
async_dn4,train_loss,497.0233,4.925040
async_dn4,train_loss,501.1309,4.934670
async_dn4,train_loss,505.2385,4.914730
async_dn4,train_loss,509.3462,4.904990
async_dn4,train_loss,513.4538,4.860840
async_dn4,train_loss,517.5614,4.903050
async_dn4,train_loss,521.6691,4.850020
async_dn4,train_loss,525.7767,4.868030
async_dn4,train_loss,529.8843,4.901340
async_dn4,train_loss,533.9920,4.836460
async_dn4,train_loss,538.0996,4.855960
async_dn4,train_loss,542.2072,4.868050
async_dn4,train_loss,546.3148,4.825870
async_dn4,train_loss,550.4225,4.887630
async_dn4,train_loss,554.5301,4.817520
async_dn4,train_loss,558.6377,4.818180
async_dn4,train_loss,562.7454,4.806360
async_dn4,train_loss,566.8530,4.798560
async_dn4,train_loss,570.9606,4.795970
async_dn4,train_loss,575.0683,4.803090
async_dn4,train_loss,579.1759,4.765570
async_dn4,train_loss,583.2835,4.769670
async_dn4,train_loss,587.3911,4.738730
async_dn4,train_loss,591.4988,4.758390
async_dn4,train_loss,595.6064,4.719850
async_dn4,train_loss,599.7140,4.740000
async_dn4,train_loss,603.8217,4.732260
async_dn4,train_loss,607.9293,4.759150
async_dn4,train_loss,612.0369,4.684460
async_dn4,train_loss,616.1446,4.722600
async_dn4,train_loss,620.2522,4.720700
async_dn4,train_loss,624.3598,4.671960
async_dn4,train_loss,628.4675,4.731290
async_dn4,train_loss,632.5751,4.668300
async_dn4,train_loss,636.6827,4.638480
async_dn4,train_loss,640.7903,4.656370
async_dn4,train_loss,644.8980,4.672480
async_dn4,train_loss,649.0056,4.654050
async_dn4,train_loss,653.1132,4.624940
async_dn4,train_loss,657.2209,4.672350
async_dn4,train_loss,661.3285,4.641470
async_dn4,train_loss,665.4361,4.594910
async_dn4,train_loss,669.5438,4.641940
async_dn4,train_loss,673.6514,4.590460
async_dn4,train_loss,677.7590,4.618780
async_dn4,train_loss,681.8666,4.611820
async_dn4,train_loss,685.9743,4.595890
async_dn4,train_loss,690.0819,4.610580
async_dn4,train_loss,694.1895,4.600520
async_dn4,train_loss,698.2972,4.565860
async_dn4,train_loss,702.4048,4.544670
async_dn4,train_loss,706.5124,4.552910
async_dn4,train_loss,710.6201,4.598090
async_dn4,train_loss,714.7277,4.532430
async_dn4,train_loss,718.8353,4.565070
async_dn4,train_loss,722.9430,4.559410
async_dn4,train_loss,727.0506,4.531740
async_dn4,train_loss,731.1582,4.518930
async_dn4,train_loss,735.2658,4.536870
async_dn4,train_loss,739.3735,4.513510
async_dn4,train_loss,743.4811,4.532560
async_dn4,train_loss,747.5887,4.521860
async_dn4,train_loss,751.6964,4.473830
async_dn4,train_loss,755.8040,4.484870
async_dn4,train_loss,759.9116,4.495560
async_dn4,train_loss,764.0193,4.492250
async_dn4,train_loss,768.1269,4.514200
async_dn4,train_loss,772.2345,4.481890
async_dn4,train_loss,776.3421,4.454560
async_dn4,train_loss,780.4498,4.442400
async_dn4,train_loss,784.5574,4.459020
async_dn4,train_loss,788.6650,4.450710
async_dn4,train_loss,792.7727,4.438660
async_dn4,train_loss,796.8803,4.459980
async_dn4,train_loss,800.9879,4.460520
async_dn4,train_loss,805.0956,4.458070
async_dn4,train_loss,809.2032,4.461510
async_dn4,train_loss,813.3108,4.444650
async_dn4,train_loss,817.4185,4.402380
async_dn4,train_loss,821.5261,4.417680
async_dn4,train_loss,825.6337,4.425120
async_dn4,train_loss,829.7413,4.387920
async_dn4,train_loss,833.8490,4.470540
async_dn4,train_loss,837.9566,4.391060
async_dn4,train_loss,842.0642,4.381060
async_dn4,train_loss,846.1719,4.360630
async_dn4,train_loss,850.2795,4.395170
async_dn4,train_loss,854.3871,4.377980
async_dn4,train_loss,858.4948,4.369980
async_dn4,train_loss,862.6024,4.341910
async_dn4,train_loss,866.7100,4.347120
async_dn4,train_loss,870.8176,4.357620
async_dn4,train_loss,874.9253,4.386090
async_dn4,train_loss,879.0329,4.371060
async_dn4,train_loss,883.1405,4.342170
async_dn4,train_loss,887.2482,4.352040
async_dn4,train_loss,891.3558,4.342610
async_dn4,train_loss,895.4634,4.346820
async_dn4,train_loss,899.5711,4.374470
async_dn4,train_loss,903.6787,4.319670
async_dn4,train_loss,907.7863,4.296250
async_dn4,train_loss,911.8940,4.309300
async_dn4,train_loss,916.0016,4.282920
async_dn4,train_loss,920.1092,4.250560
async_dn4,train_loss,924.2168,4.254800
async_dn4,train_loss,928.3245,4.261220
async_dn4,train_loss,932.4321,4.289400
async_dn4,train_loss,936.5397,4.291260
async_dn4,train_loss,940.6474,4.265220
async_dn4,train_loss,944.7550,4.251030
async_dn4,train_loss,948.8626,4.261880
async_dn4,train_loss,952.9703,4.288530
async_dn4,train_loss,957.0779,4.233790
async_dn4,train_loss,961.1855,4.221270
async_dn4,train_loss,965.2931,4.224880
async_dn4,train_loss,969.4008,4.224790
async_dn4,train_loss,973.5084,4.210260
async_dn4,train_loss,977.6160,4.228080
async_dn4,train_loss,981.7237,4.233360
async_dn4,train_loss,985.8313,4.222030
async_dn4,train_loss,989.9389,4.243540
async_dn4,train_loss,994.0466,4.173250
async_dn4,train_loss,998.1542,4.171660
async_dn4,train_loss,1002.2618,4.186120
async_dn4,train_loss,1006.3695,4.163730
async_dn4,train_loss,1010.4771,4.139670
async_dn4,train_loss,1014.5847,4.137770
async_dn4,train_loss,1018.6923,4.145880
async_dn4,train_loss,1022.8000,4.160720
async_dn4,train_loss,1026.9076,4.079030
async_dn4,train_loss,1031.0152,4.172800
async_dn4,train_loss,1035.1229,4.123260
async_dn4,train_loss,1039.2305,4.139720
async_dn4,train_loss,1043.3381,4.134890
async_dn4,train_loss,1047.4458,4.150990
async_dn4,train_loss,1051.5534,4.096730
async_dn4,train_loss,1055.6610,4.083160
async_dn4,train_loss,1059.7686,4.073250
async_dn4,train_loss,1063.8763,4.071560
async_dn4,train_loss,1067.9839,4.138580
async_dn4,train_loss,1072.0915,4.035420
async_dn4,train_loss,1076.1992,4.134930
async_dn4,train_loss,1080.3068,4.119700
async_dn4,train_loss,1084.4144,4.056410
async_dn4,train_loss,1088.5221,4.105190
async_dn4,train_loss,1092.6297,4.083850
async_dn4,train_loss,1096.7373,4.086410
async_dn4,train_loss,1100.8450,4.049480
async_dn4,train_loss,1104.9526,4.072030
async_dn4,train_loss,1109.0602,4.105580
async_dn4,train_loss,1113.1678,4.058100
async_dn4,train_loss,1117.2755,4.020490
async_dn4,train_loss,1121.3831,4.049270
async_dn4,train_loss,1125.4907,4.032630
async_dn4,train_loss,1129.5984,4.067430
async_dn4,train_loss,1133.7060,4.048230
async_dn4,train_loss,1137.8136,4.066330
async_dn4,train_loss,1141.9213,4.056340
async_dn4,train_loss,1146.0289,4.062090
async_dn4,train_loss,1150.1365,3.992980
async_dn4,train_loss,1154.2441,4.037850
async_dn4,train_loss,1158.3518,4.024620
async_dn4,train_loss,1162.4594,4.037590
async_dn4,train_loss,1166.5670,3.990660
async_dn4,train_loss,1170.6747,4.053380
async_dn4,train_loss,1174.7823,4.008090
async_dn4,train_loss,1178.8899,3.997470
async_dn4,train_loss,1182.9976,3.983060
async_dn4,train_loss,1187.1052,4.030050
async_dn4,train_loss,1191.2128,3.975070
async_dn4,train_loss,1195.3205,3.968220
async_dn4,train_loss,1199.4281,3.997920
async_dn4,train_loss,1203.5357,3.941360
async_dn4,train_loss,1207.6433,3.967940
async_dn4,train_loss,1211.7510,4.011350
async_dn4,train_loss,1215.8586,4.000330
async_dn4,train_loss,1219.9662,3.976570
async_dn4,train_loss,1224.0739,3.958000
async_dn4,train_loss,1228.1815,3.944110
async_dn4,train_loss,1232.2891,3.937170
async_dn4,train_loss,1236.3968,3.913620
async_dn4,train_loss,1240.5044,3.944390
async_dn4,train_loss,1244.6120,3.887190
async_dn4,train_loss,1248.7196,3.936120
async_dn4,train_loss,1252.8273,3.918430
async_dn4,train_loss,1256.9349,3.918320
async_dn4,train_loss,1261.0425,3.936700
async_dn4,train_loss,1265.1502,3.896890
async_dn4,train_loss,1269.2578,3.885790
async_dn4,train_loss,1273.3654,3.887300
async_dn4,train_loss,1277.4731,3.928190
async_dn4,train_loss,1281.5807,3.882970
async_dn4,train_loss,1285.6883,3.868770
async_dn4,train_loss,1289.7960,3.859190
async_dn4,train_loss,1293.9036,3.894020
async_dn4,train_loss,1298.0112,3.879670
async_dn4,train_loss,1302.1188,3.877620
async_dn4,train_loss,1306.2265,3.849900
async_dn4,train_loss,1310.3341,3.903320
async_dn4,train_loss,1314.4417,3.910400
async_dn4,train_loss,1318.5494,3.883100
async_dn4,train_loss,1322.6570,3.834280
async_dn4,train_loss,1326.7646,3.856450
async_dn4,train_loss,1330.8723,3.845170
async_dn4,train_loss,1334.9799,3.866120
async_dn4,train_loss,1339.0875,3.880630
async_dn4,train_loss,1343.1951,3.877410
async_dn4,train_loss,1347.3028,3.845250
async_dn4,train_loss,1351.4104,3.828770
async_dn4,train_loss,1355.5180,3.840440
async_dn4,train_loss,1359.6257,3.880430
async_dn4,train_loss,1363.7333,3.879550
async_dn4,train_loss,1367.8409,3.863360
async_dn4,train_loss,1371.9486,3.821320
async_dn4,train_loss,1376.0562,3.856910
async_dn4,train_loss,1380.1638,3.842770
async_dn4,train_loss,1384.2715,3.813300
async_dn4,train_loss,1388.3791,3.827810
async_dn4,train_loss,1392.4867,3.806080
async_dn4,train_loss,1396.5943,3.852880
async_dn4,train_loss,1400.7020,3.850210
async_dn4,train_loss,1404.8096,3.878120
async_dn4,train_loss,1408.9172,3.858470
async_dn4,train_loss,1413.0249,3.833200
async_dn4,train_loss,1417.1325,3.854140
async_dn4,train_loss,1421.2401,3.833000
async_dn4,train_loss,1425.3478,3.851480
async_dn4,train_loss,1429.4554,3.872570
async_dn4,train_loss,1433.5630,3.776270
async_dn4,train_loss,1437.6706,3.801980
async_dn4,train_loss,1441.7783,3.843410
async_dn4,train_loss,1445.8859,3.822940
async_dn4,train_loss,1449.9935,3.813750
async_dn4,train_loss,1454.1012,3.814560
async_dn4,train_loss,1458.2088,3.786040
async_dn4,train_loss,1462.3164,3.765570
async_dn4,train_loss,1466.4241,3.809990
async_dn4,train_loss,1470.5317,3.790280
async_dn4,train_loss,1474.6393,3.811000
async_dn4,train_loss,1478.7470,3.797250
async_dn4,train_loss,1482.8546,3.774870
async_dn4,train_loss,1486.9622,3.797630
async_dn4,train_loss,1491.0698,3.777510
async_dn4,train_loss,1495.1775,3.764930
async_dn4,train_loss,1499.2851,3.786140
async_dn4,train_loss,1503.3927,3.740280
async_dn4,train_loss,1507.5004,3.775870
async_dn4,train_loss,1511.6080,3.741090
async_dn4,train_loss,1515.7156,3.810850
async_dn4,train_loss,1519.8233,3.733730
async_dn4,train_loss,1523.9309,3.745120
async_dn4,train_loss,1528.0385,3.763940
async_dn4,train_loss,1532.1461,3.756860
async_dn4,train_loss,1536.2538,3.778620
async_dn4,train_loss,1540.3614,3.767710
async_dn4,train_loss,1544.4690,3.759400
async_dn4,train_loss,1548.5767,3.733160
async_dn4,train_loss,1552.6843,3.747490
async_dn4,train_loss,1556.7919,3.758620
async_dn4,train_loss,1560.8996,3.750610
async_dn4,train_loss,1565.0072,3.784660
async_dn4,train_loss,1569.1148,3.743060
async_dn4,train_loss,1573.2224,3.725340
async_dn4,train_loss,1577.3301,3.713910
async_dn4,train_loss,1581.4377,3.787200
async_dn4,train_loss,1585.5453,3.699310
async_dn4,train_loss,1589.6530,3.692890
async_dn4,train_loss,1593.7606,3.771210
async_dn4,train_loss,1597.8682,3.701140
async_dn4,train_loss,1601.9759,3.685180
async_dn4,train_loss,1606.0835,3.728820
async_dn4,train_loss,1610.1911,3.693610
async_dn4,train_loss,1614.2988,3.694610
async_dn4,train_loss,1618.4064,3.732650
async_dn4,train_loss,1622.5140,3.726730
async_dn4,train_loss,1626.6216,3.734160
async_dn4,train_loss,1630.7293,3.722550
async_dn4,train_loss,1634.8369,3.706060
async_dn4,train_loss,1638.9445,3.659200
async_dn4,train_loss,1643.0522,3.692060
async_dn4,train_loss,1647.1598,3.732760
async_dn4,train_loss,1651.2674,3.653070
async_dn4,train_loss,1655.3751,3.660280
async_dn4,train_loss,1659.4827,3.701950
async_dn4,train_loss,1663.5903,3.629180
async_dn4,train_loss,1667.6979,3.622020
async_dn4,train_loss,1671.8056,3.706850
async_dn4,train_loss,1675.9132,3.661700
async_dn4,train_loss,1680.0208,3.662280
async_dn4,train_loss,1684.1285,3.642510
async_dn4,train_loss,1688.2361,3.658610
async_dn4,train_loss,1692.3437,3.677900
async_dn4,train_loss,1696.4514,3.721320
async_dn4,train_loss,1700.5590,3.653260
async_dn4,train_loss,1704.6666,3.622420
async_dn4,train_loss,1708.7743,3.628040
async_dn4,train_loss,1712.8819,3.655820
async_dn4,train_loss,1716.9895,3.649000
async_dn4,train_loss,1721.0971,3.607840
async_dn4,train_loss,1725.2048,3.664870
async_dn4,train_loss,1729.3124,3.637190
async_dn4,train_loss,1733.4200,3.624390
async_dn4,train_loss,1737.5277,3.667220
async_dn4,train_loss,1741.6353,3.648420
async_dn4,train_loss,1745.7429,3.627080
async_dn4,train_loss,1749.8506,3.693490
async_dn4,train_loss,1753.9582,3.620870
async_dn4,train_loss,1758.0658,3.640360
async_dn4,train_loss,1762.1734,3.587970
async_dn4,train_loss,1766.2811,3.608980
async_dn4,train_loss,1770.3887,3.613830
async_dn4,train_loss,1774.4963,3.668340
async_dn4,train_loss,1778.6040,3.649120
async_dn4,train_loss,1782.7116,3.656830
async_dn4,train_loss,1786.8192,3.651720
async_dn4,train_loss,1790.9269,3.588910
async_dn4,train_loss,1795.0345,3.592170
async_dn4,train_loss,1799.1421,3.648290
async_dn4,train_loss,1803.2498,3.624900
async_dn4,train_loss,1807.3574,3.602030
async_dn4,train_loss,1811.4650,3.614500
async_dn4,train_loss,1815.5726,3.629940
async_dn4,train_loss,1819.6803,3.579150
async_dn4,train_loss,1823.7879,3.593470
async_dn4,train_loss,1827.8955,3.584090
async_dn4,train_loss,1832.0032,3.581390
async_dn4,train_loss,1836.1108,3.623600
async_dn4,train_loss,1840.2184,3.590240
async_dn4,train_loss,1844.3261,3.613460
async_dn4,train_loss,1848.4337,3.643910
async_dn4,train_loss,1852.5413,3.603290
async_dn4,train_loss,1856.6489,3.556570
async_dn4,train_loss,1860.7566,3.568600
async_dn4,train_loss,1864.8642,3.628740
async_dn4,train_loss,1868.9718,3.586720
async_dn4,train_loss,1873.0795,3.563220
async_dn4,train_loss,1877.1871,3.610840
async_dn4,train_loss,1881.2947,3.604550
async_dn4,train_loss,1885.4024,3.556280
async_dn4,train_loss,1889.5100,3.645210
async_dn4,train_loss,1893.6176,3.574690
async_dn4,train_loss,1897.7253,3.612950
async_dn4,train_loss,1901.8329,3.580300
async_dn4,train_loss,1905.9405,3.527560
async_dn4,train_loss,1910.0481,3.508110
async_dn4,train_loss,1914.1558,3.567530
async_dn4,train_loss,1918.2634,3.564270
async_dn4,train_loss,1922.3710,3.582610
async_dn4,train_loss,1926.4787,3.615590
async_dn4,train_loss,1930.5863,3.572550
async_dn4,train_loss,1934.6939,3.552090
async_dn4,train_loss,1938.8016,3.548170
async_dn4,train_loss,1942.9092,3.524740
async_dn4,train_loss,1947.0168,3.526000
async_dn4,train_loss,1951.1244,3.534460
async_dn4,train_loss,1955.2321,3.506840
async_dn4,train_loss,1959.3397,3.499380
async_dn4,train_loss,1963.4473,3.516030
async_dn4,train_loss,1967.5550,3.637690
async_dn4,train_loss,1971.6626,3.630870
async_dn4,train_loss,1975.7702,3.686080
async_dn4,train_loss,1979.8779,3.704540
async_dn4,train_loss,1983.9855,3.639130
async_dn4,train_loss,1988.0931,3.652790
async_dn4,train_loss,1992.2008,3.639640
async_dn4,train_loss,1996.3084,3.667410
async_dn4,eval_loss,41.2047,7.060810
async_dn4,perplexity,41.2047,1165.388748
async_dn4,eval_loss,82.4093,6.585870
async_dn4,perplexity,82.4093,724.781333
async_dn4,eval_loss,123.6140,6.237240
async_dn4,perplexity,123.6140,511.444973
async_dn4,eval_loss,164.8187,6.053480
async_dn4,perplexity,164.8187,425.591514
async_dn4,eval_loss,206.0233,5.974590
async_dn4,perplexity,206.0233,393.306812
async_dn4,eval_loss,247.2280,5.701460
async_dn4,perplexity,247.2280,299.304066
async_dn4,eval_loss,288.4327,5.515550
async_dn4,perplexity,288.4327,248.526629
async_dn4,eval_loss,329.6373,5.378160
